meter_ref_no,cnic,consumer_name,installation_address,city,province,date,connection_type,sanctioned_load_kw,avg_monthly_bill_pkr,billing_month,billing_year,provider_disco
IESCO-99663238,33100-1000759-3,Chaudhry Laiba Khan,"House 461, Street 22, DHA Phase 2, Islamabad",Islamabad,Islamabad,2022-08-01,Residential,3,57125,8,2022,IESCO
QESCO-55677118,42101-1000248-6,H. Khan,"House 896, Street 6, Cantt, Quetta",Quetta,Balochistan,2018-07-19,Residential,10,3995,9,2018,QESCO
HESCO-60625526,33100-1000108-6,Chaudhry Hassan Khan,"House 687, Street 22, Qasimabad, Hyderabad",Hyderabad,Sindh,2026-08-10,Residential,25,71105,7,2026,HESCO
K-52473413,54400-1000297-9,M. Tariq,"House 998, Street 33, Bahadurabad, Karachi",Karachi,Sindh,2026-01-02,Commercial,15,206474,10,2026,K-Electric
LESCO-53430926,42101-1001964-8,Bilal Ahmed,"House 709, Street 28, Gulberg, Lahore",Lahore,Punjab,2019-11-09,Commercial,7,218825,12,2019,LESCO
IESCO-55221961,61101-1000609-3,Chaudhry Nimra Aslam,"House 790, Street 33, E-11, Islamabad",Islamabad,Islamabad,2019-11-26,Residential,3,43382,1,2019,IESCO
IESCO-37856372,61101-1000609-3,Nimra Aslam,"House 790, Street 33, E-11, Islamabad",Islamabad,Islamabad,2024-07-18,Residential,10,38046,10,2024,IESCO
HESCO-83548481,54400-1001178-6,A. Iqbal,"House 344, Street 27, Qasimabad, Hyderabad",Hyderabad,Sindh,2026-11-17,Residential,50,38309,10,2026,HESCO
QESCO-84858741,17301-1000300-0,I. Siddiqui,"House 261, Street 2, Samungli Road, Quetta",Quetta,Balochistan,2024-12-25,Residential,3,61273,12,2024,QESCO
QESCO-17264610,17301-1000300-0,Imran Siddiqui Sahib,"House 261, Street 2, Samungli Road, Quetta",Quetta,Balochistan,2016-02-28,Residential,25,67850,12,2016,QESCO
MEPCO-32981855,45501-1000863-1,Asad Iqbal,"House 126, Street 30, DHA Multan, Multan",Multan,Punjab,2019-05-29,Residential,25,25090,6,2019,MEPCO
MEPCO-25547735,35202-1001265-5,Chaudhry Usman Malik,"House 437, Street 8, Shah Rukn-e-Alam, Multan",Multan,Punjab,2026-11-14,Residential,7,67916,11,2026,MEPCO
IESCO-35092648,54400-1001922-4,Khalid Malik,"House 612, Street 34, G-11, Islamabad",Islamabad,Islamabad,2017-01-12,Commercial,10,124873,8,2017,IESCO
K-62591615,33100-1000441-7,Taha Hussain Sahib,"House 764, Street 30, DHA Phase 6, Karachi",Karachi,Sindh,2016-12-22,Residential,7,56527,1,2016,K-Electric
IESCO-71136574,35202-1001875-5,I. Siddiqui,"House 228, Street 34, F-10, Islamabad",Islamabad,Islamabad,2022-08-25,Residential,3,4726,6,2022,IESCO
PESCO-79256893,45501-1000221-7,Chaudhry Saad Qureshi,"House 514, Street 14, University Road, Peshawar",Peshawar,KPK,2020-02-22,Residential,7,51915,7,2020,PESCO
HESCO-67299779,61101-1000362-4,U. Farooq,"House 713, Street 25, Qasimabad, Hyderabad",Hyderabad,Sindh,2020-12-01,Industrial,3,896087,2,2020,HESCO
HESCO-98785517,45501-1000507-9,Maham Tariq Sahib,"House 795, Street 15, Qasimabad, Hyderabad",Hyderabad,Sindh,2025-11-30,Residential,5,71852,6,2025,HESCO
HESCO-17483618,45501-1000507-9,Chaudhry Maham Tariq,"House 795, Street 15, Qasimabad, Hyderabad",Hyderabad,Sindh,2023-07-14,Residential,15,66583,9,2023,HESCO
GEPCO-13116009,61101-1000830-0,Sara Ahmed,"House 996, Street 21, Wapda Town, Gujranwala",Gujranwala,Punjab,2025-02-25,Residential,15,48361,7,2025,GEPCO
GEPCO-17295823,61101-1000830-0,Chaudhry Sara Ahmed,"House 996, Street 21, Wapda Town, Gujranwala",Gujranwala,Punjab,2022-12-28,Residential,25,65703,3,2022,GEPCO
HESCO-62474619,54400-1000786-2,F. Mirza,"House 840, Street 28, Latifabad, Hyderabad",Hyderabad,Sindh,2025-04-02,Residential,3,20674,5,2025,HESCO
GEPCO-92345269,33100-1001242-4,Chaudhry Maham Tariq,"House 55, Street 27, Satellite Town, Gujranwala",Gujranwala,Punjab,2020-03-22,Residential,7,27526,8,2020,GEPCO
GEPCO-65827926,54400-1001123-1,H. Khan,"House 553, Street 25, Satellite Town, Gujranwala",Gujranwala,Punjab,2020-11-16,Commercial,5,242320,7,2020,GEPCO
FESCO-54598971,61101-1001204-8,N. Aslam,"House 965, Street 30, People Colony, Faisalabad",Faisalabad,Punjab,2020-01-26,Residential,7,30393,2,2020,FESCO
IESCO-25249091,45501-1001648-6,Hassan Khan Sahib,"House 981, Street 34, DHA Phase 2, Islamabad",Islamabad,Islamabad,2018-12-25,Residential,15,22351,5,2018,IESCO
MEPCO-36774958,33100-1001406-2,Chaudhry Hamza Sheikh,"House 108, Street 12, DHA Multan, Multan",Multan,Punjab,2016-02-22,Commercial,50,68528,4,2016,MEPCO
IESCO-45280241,17301-1001216-2,Mariam Malik,"House 833, Street 4, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2022-02-28,Commercial,7,344799,2,2022,IESCO
FESCO-52323058,42101-1001238-6,Chaudhry Hira Shah,"House 291, Street 16, Gulberg, Faisalabad",Faisalabad,Punjab,2022-04-24,Residential,3,61982,11,2022,FESCO
PESCO-43015568,35202-1001484-8,N. Aslam,"House 496, Street 5, Gulbahar, Peshawar",Peshawar,KPK,2025-05-02,Residential,5,23358,7,2025,PESCO
GEPCO-38192312,33100-1000691-7,Mariam Malik,"House 15, Street 17, Satellite Town, Gujranwala",Gujranwala,Punjab,2024-07-08,Residential,50,10577,4,2024,GEPCO
IESCO-92937725,33100-1001814-8,N. Hussain,"House 874, Street 26, F-10, Islamabad",Islamabad,Islamabad,2016-08-21,Residential,5,51878,8,2016,IESCO
GEPCO-46958827,17301-1001830-0,Chaudhry Zainab Ahmed,"House 330, Street 20, Wapda Town, Gujranwala",Gujranwala,Punjab,2020-03-11,Residential,15,72651,1,2020,GEPCO
IESCO-48347697,61101-1000886-2,Saad Qureshi,"House 885, Street 11, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2017-07-05,Residential,7,19658,3,2017,IESCO
K-79294105,17301-1000110-0,U. Malik,"House 77, Street 10, Clifton, Karachi",Karachi,Sindh,2025-02-18,Residential,3,43211,6,2025,K-Electric
IESCO-39564479,35202-1000778-6,F. Ali,"House 989, Street 22, E-11, Islamabad",Islamabad,Islamabad,2019-10-11,Residential,5,12093,11,2019,IESCO
IESCO-52801844,35202-1000778-6,Fatima Ali,"House 989, Street 22, E-11, Islamabad",Islamabad,Islamabad,2025-05-18,Residential,10,45358,7,2025,IESCO
HESCO-96833743,17301-1000695-5,Huma Ghani,"House 887, Street 25, Auto Bhan, Hyderabad",Hyderabad,Sindh,2026-10-02,Residential,7,74876,9,2026,HESCO
K-14671165,54400-1000384-8,A. Chaudhry,"House 421, Street 6, Nazimabad, Karachi",Karachi,Sindh,2020-08-14,Residential,3,65909,11,2020,K-Electric
LESCO-51703556,42101-1000646-2,Fahad Mirza Sahib,"House 701, Street 16, Bahria Town, Lahore",Lahore,Punjab,2018-09-08,Residential,15,40002,12,2018,LESCO
LESCO-16293441,61101-1001101-7,F. Mirza,"House 310, Street 11, Model Town, Lahore",Lahore,Punjab,2017-01-23,Residential,5,47319,11,2017,LESCO
IESCO-41912001,45501-1000790-0,Imran Siddiqui Sahib,"House 42, Street 22, Chaklala, Rawalpindi",Rawalpindi,Punjab,2020-11-05,Residential,50,18424,12,2020,IESCO
FESCO-26332284,54400-1001442-4,Ayesha Khan,"House 677, Street 30, D Ground, Faisalabad",Faisalabad,Punjab,2019-05-13,Residential,25,46029,4,2019,FESCO
FESCO-29646077,61101-1000552-4,A. Baig,"House 272, Street 13, D Ground, Faisalabad",Faisalabad,Punjab,2026-09-19,Residential,7,69479,5,2026,FESCO
PESCO-15649501,54400-1001548-6,Fatima Ali,"House 991, Street 20, Hayatabad, Peshawar",Peshawar,KPK,2024-06-12,Commercial,15,230448,2,2024,PESCO
K-25639449,61101-1000978-6,S. Butt,"House 865, Street 30, Bahadurabad, Karachi",Karachi,Sindh,2020-02-06,Residential,25,67295,6,2020,K-Electric
GEPCO-27758597,45501-1000247-9,Chaudhry Ali Raza,"House 319, Street 17, Satellite Town, Gujranwala",Gujranwala,Punjab,2025-07-14,Residential,7,42030,7,2025,GEPCO
LESCO-61239221,33100-1000650-0,Imran Siddiqui,"House 548, Street 9, Model Town, Lahore",Lahore,Punjab,2020-06-11,Residential,15,16341,9,2020,LESCO
IESCO-59723339,33100-1000433-1,Hira Shah,"House 964, Street 19, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2021-10-23,Residential,7,17553,9,2021,IESCO
FESCO-61666640,54400-1000443-1,A. Iqbal,"House 351, Street 28, People Colony, Faisalabad",Faisalabad,Punjab,2021-06-20,Residential,50,59724,3,2021,FESCO
K-38431961,17301-1000983-1,Hassan Khan,"House 923, Street 18, Nazimabad, Karachi",Karachi,Sindh,2017-11-04,Residential,25,18175,7,2017,K-Electric
IESCO-99086213,45501-1001772-4,Muneeb Akhtar,"House 527, Street 18, DHA Phase 2, Islamabad",Islamabad,Islamabad,2026-10-17,Residential,15,66660,2,2026,IESCO
IESCO-74001136,45501-1001772-4,Muneeb Akhtar,"House 527, Street 18, DHA Phase 2, Islamabad",Islamabad,Islamabad,2018-03-05,Residential,50,56448,5,2018,IESCO
SEPCO-69215205,35202-1001726-2,Saad Qureshi,"House 241, Street 27, Queens Road, Sukkur",Sukkur,Sindh,2018-12-09,Residential,15,17270,2,2018,SEPCO
SEPCO-80310022,61101-1000697-9,Chaudhry Khalid Malik,"House 148, Street 2, Military Road, Sukkur",Sukkur,Sindh,2026-08-03,Commercial,50,223790,2,2026,SEPCO
QESCO-59498148,54400-1001974-8,Nimra Aslam,"House 491, Street 20, Samungli Road, Quetta",Quetta,Balochistan,2024-06-14,Residential,50,11125,6,2024,QESCO
QESCO-31938413,54400-1001974-8,Nimra Aslam,"House 491, Street 20, Samungli Road, Quetta",Quetta,Balochistan,2023-01-21,Residential,50,28178,12,2023,QESCO
K-35314433,17301-1001472-4,Ali Raza Sahib,"House 868, Street 30, Clifton, Karachi",Karachi,Sindh,2018-10-24,Residential,50,14030,6,2018,K-Electric
IESCO-42511002,17301-1001479-3,Chaudhry Sana Iqbal,"House 49, Street 28, G-11, Islamabad",Islamabad,Islamabad,2021-06-13,Industrial,15,635611,11,2021,IESCO
SEPCO-49684234,33100-1000055-5,Chaudhry Imran Siddiqui,"House 978, Street 19, Rohri, Sukkur",Sukkur,Sindh,2021-11-27,Residential,10,40936,7,2021,SEPCO
QESCO-18416987,33100-1001182-4,Ahmed Baig,"House 775, Street 5, Cantt, Quetta",Quetta,Balochistan,2020-03-24,Residential,10,65492,12,2020,QESCO
FESCO-26439062,33100-1001370-0,Usman Malik,"House 329, Street 20, D Ground, Faisalabad",Faisalabad,Punjab,2026-06-24,Residential,15,41471,1,2026,FESCO
IESCO-12711171,54400-1001273-1,Hira Shah,"House 835, Street 30, PWD, Rawalpindi",Rawalpindi,Punjab,2021-01-06,Residential,25,35722,12,2021,IESCO
PESCO-96499219,61101-1000347-9,Chaudhry Khalid Malik,"House 60, Street 13, Saddar, Peshawar",Peshawar,KPK,2026-01-01,Residential,50,28955,2,2026,PESCO
QESCO-86557538,61101-1001549-3,Chaudhry Sana Iqbal,"House 556, Street 24, Satellite Town, Quetta",Quetta,Balochistan,2020-06-18,Residential,7,34959,4,2020,QESCO
IESCO-33959352,61101-1000013-1,Hira Shah Sahib,"House 355, Street 26, F-10, Islamabad",Islamabad,Islamabad,2016-11-26,Residential,10,11800,1,2016,IESCO
LESCO-11947593,33100-1001019-3,Chaudhry Bilal Ahmed,"House 995, Street 7, DHA Phase 5, Lahore",Lahore,Punjab,2018-07-28,Residential,7,18165,12,2018,LESCO
LESCO-33075068,17301-1000962-4,Chaudhry Maham Tariq,"House 427, Street 4, Bahria Town, Lahore",Lahore,Punjab,2017-12-31,Commercial,15,415394,11,2017,LESCO
MEPCO-81994979,33100-1001024-8,S. Iqbal,"House 958, Street 13, Gulgasht, Multan",Multan,Punjab,2018-10-26,Residential,7,20183,2,2018,MEPCO
MEPCO-33771598,33100-1001024-8,Sana Iqbal Sahib,"House 958, Street 13, Gulgasht, Multan",Multan,Punjab,2019-10-09,Residential,25,63427,2,2019,MEPCO
IESCO-81218631,35202-1000506-2,F. Mirza,"House 630, Street 7, DHA Phase 2, Islamabad",Islamabad,Islamabad,2019-11-30,Residential,5,28689,3,2019,IESCO
IESCO-89068646,17301-1000442-4,Muneeb Akhtar Sahib,"House 913, Street 7, Saddar, Rawalpindi",Rawalpindi,Punjab,2021-05-17,Residential,25,4822,12,2021,IESCO
FESCO-22763679,54400-1000644-8,N. Aslam,"House 667, Street 6, Madina Town, Faisalabad",Faisalabad,Punjab,2016-01-24,Residential,10,4017,4,2016,FESCO
GEPCO-87858806,35202-1000199-3,L. Khan,"House 257, Street 34, Peoples Colony, Gujranwala",Gujranwala,Punjab,2021-07-14,Residential,15,63637,7,2021,GEPCO
SEPCO-78149634,35202-1001290-0,H. Ghani,"House 498, Street 29, New Pind, Sukkur",Sukkur,Sindh,2016-03-21,Residential,15,8837,9,2016,SEPCO
IESCO-36810997,17301-1001846-2,Mariam Malik Sahib,"House 518, Street 27, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2018-07-28,Residential,7,273415,2,2018,IESCO
MEPCO-10837744,45501-1001983-1,Asad Iqbal,"House 18, Street 11, Bosan Road, Multan",Multan,Punjab,2022-01-09,Commercial,7,207346,12,2022,MEPCO
MEPCO-14037272,45501-1001983-1,Asad Iqbal,"House 18, Street 11, Bosan Road, Multan",Multan,Punjab,2025-05-08,Residential,15,64814,3,2025,MEPCO
HESCO-38709877,42101-1000897-9,M. Akhtar,"House 853, Street 1, Hussainabad, Hyderabad",Hyderabad,Sindh,2022-01-14,Residential,7,41255,11,2022,HESCO
SEPCO-12231161,17301-1001581-7,H. Sheikh,"House 950, Street 19, Barrage Road, Sukkur",Sukkur,Sindh,2024-08-14,Residential,3,43522,5,2024,SEPCO
IESCO-76081729,45501-1001026-2,Saad Qureshi,"House 136, Street 9, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2020-06-06,Residential,5,58081,9,2020,IESCO
IESCO-76626975,35202-1000914-8,B. Ahmed,"House 288, Street 25, E-11, Islamabad",Islamabad,Islamabad,2022-12-14,Residential,7,60347,7,2022,IESCO
SEPCO-58342491,33100-1001317-9,M. Akhtar,"House 585, Street 8, New Pind, Sukkur",Sukkur,Sindh,2025-08-11,Residential,7,4304,3,2025,SEPCO
LESCO-10234258,61101-1000079-3,Chaudhry Sana Iqbal,"House 43, Street 7, Johar Town, Lahore",Lahore,Punjab,2024-11-12,Residential,15,65065,10,2024,LESCO
LESCO-66300216,61101-1000079-3,Sana Iqbal,"House 43, Street 7, Johar Town, Lahore",Lahore,Punjab,2018-09-12,Residential,10,37892,10,2018,LESCO
SEPCO-50802373,35202-1001128-6,F. Ali,"House 961, Street 35, New Pind, Sukkur",Sukkur,Sindh,2021-02-04,Residential,7,58864,7,2021,SEPCO
PESCO-88587709,54400-1001566-2,M. Malik,"House 136, Street 18, Saddar, Peshawar",Peshawar,KPK,2024-11-17,Residential,15,43329,9,2024,PESCO
LESCO-55595444,61101-1000038-6,Hassan Khan Sahib,"House 577, Street 35, Johar Town, Lahore",Lahore,Punjab,2023-02-07,Residential,3,22668,4,2023,LESCO
SEPCO-28845230,54400-1001900-0,Zainab Ahmed,"House 210, Street 4, Rohri, Sukkur",Sukkur,Sindh,2025-06-21,Residential,50,69675,3,2025,SEPCO
HESCO-94007784,45501-1000735-5,Waseem Akram,"House 511, Street 8, Saddar, Hyderabad",Hyderabad,Sindh,2018-11-21,Residential,50,23846,1,2018,HESCO
MEPCO-69683473,54400-1000153-1,Hira Shah Sahib,"House 199, Street 8, Gulgasht, Multan",Multan,Punjab,2017-03-07,Residential,25,21146,5,2017,MEPCO
PESCO-39860968,61101-1001279-3,Rabia Noor Sahib,"House 710, Street 25, University Road, Peshawar",Peshawar,KPK,2021-03-30,Residential,25,36453,8,2021,PESCO
FESCO-53192560,35202-1001428-6,Kamran Qureshi,"House 644, Street 21, People Colony, Faisalabad",Faisalabad,Punjab,2016-06-15,Residential,5,69839,9,2016,FESCO
SEPCO-60367898,35202-1001346-2,F. Mirza,"House 536, Street 31, Queens Road, Sukkur",Sukkur,Sindh,2025-03-04,Residential,15,55174,6,2025,SEPCO
SEPCO-80158875,35202-1001346-2,Fahad Mirza,"House 536, Street 31, Queens Road, Sukkur",Sukkur,Sindh,2018-12-03,Residential,15,40410,2,2018,SEPCO
HESCO-68693939,35202-1000294-8,Nimra Aslam,"House 543, Street 31, Hussainabad, Hyderabad",Hyderabad,Sindh,2019-08-14,Commercial,10,122632,12,2019,HESCO
MEPCO-50352826,42101-1001380-0,D. Butt,"House 579, Street 19, Cantt, Multan",Multan,Punjab,2016-06-16,Residential,7,69174,8,2016,MEPCO
QESCO-30598478,45501-1000647-9,Maham Tariq,"House 955, Street 19, Brewery Road, Quetta",Quetta,Balochistan,2023-02-26,Residential,7,8180,12,2023,QESCO
SEPCO-57092670,35202-1001879-3,Chaudhry Laiba Khan,"House 373, Street 30, New Pind, Sukkur",Sukkur,Sindh,2021-02-04,Commercial,3,213514,1,2021,SEPCO
FESCO-33044216,42101-1001313-1,Chaudhry Kashif Javed,"House 684, Street 26, Canal Road, Faisalabad",Faisalabad,Punjab,2026-10-16,Residential,25,5808,10,2026,FESCO
PESCO-77728767,17301-1001139-3,Chaudhry Rabia Noor,"House 455, Street 31, Gulbahar, Peshawar",Peshawar,KPK,2025-12-21,Commercial,5,177092,8,2025,PESCO
LESCO-81188942,45501-1001474-8,Bilal Ahmed,"House 671, Street 24, Gulberg, Lahore",Lahore,Punjab,2022-04-30,Residential,25,3536,11,2022,LESCO
IESCO-95200375,61101-1001426-2,Chaudhry Mariam Malik,"House 48, Street 9, Chaklala, Rawalpindi",Rawalpindi,Punjab,2024-09-25,Residential,50,24754,9,2024,IESCO
MEPCO-45561795,17301-1001384-8,R. Noor,"House 509, Street 11, Shah Rukn-e-Alam, Multan",Multan,Punjab,2022-12-03,Residential,50,60109,7,2022,MEPCO
MEPCO-80884300,17301-1001384-8,Rabia Noor,"House 509, Street 11, Shah Rukn-e-Alam, Multan",Multan,Punjab,2025-02-04,Residential,25,13561,7,2025,MEPCO
QESCO-34885848,45501-1000882-4,Ayesha Khan Sahib,"House 821, Street 24, Satellite Town, Quetta",Quetta,Balochistan,2023-10-26,Industrial,3,272318,4,2023,QESCO
FESCO-50909403,33100-1000200-0,Chaudhry Sara Ahmed,"House 420, Street 31, Madina Town, Faisalabad",Faisalabad,Punjab,2025-10-28,Residential,5,30080,7,2025,FESCO
SEPCO-39748098,61101-1001950-0,Sara Ahmed,"House 804, Street 10, Rohri, Sukkur",Sukkur,Sindh,2026-12-26,Residential,7,63245,4,2026,SEPCO
IESCO-99949803,17301-1001157-9,A. Raza,"House 546, Street 25, DHA Phase 2, Islamabad",Islamabad,Islamabad,2019-08-10,Residential,10,18500,11,2019,IESCO
IESCO-54238782,17301-1001157-9,Ali Raza,"House 546, Street 25, DHA Phase 2, Islamabad",Islamabad,Islamabad,2019-10-21,Residential,25,26595,5,2019,IESCO
SEPCO-89135149,17301-1000696-2,Chaudhry Naveed Raza,"House 765, Street 29, Rohri, Sukkur",Sukkur,Sindh,2025-11-19,Residential,25,55097,7,2025,SEPCO
QESCO-64468849,61101-1000253-1,Fatima Ali Sahib,"House 83, Street 6, Satellite Town, Quetta",Quetta,Balochistan,2018-02-24,Commercial,50,62422,12,2018,QESCO
QESCO-22205956,61101-1000253-1,Fatima Ali,"House 83, Street 6, Satellite Town, Quetta",Quetta,Balochistan,2024-06-09,Residential,15,9053,3,2024,QESCO
PESCO-51941867,61101-1000898-6,Asad Iqbal,"House 881, Street 4, Saddar, Peshawar",Peshawar,KPK,2019-09-14,Residential,25,65599,6,2019,PESCO
GEPCO-91414690,42101-1001925-5,W. Akram,"House 350, Street 12, Model Town, Gujranwala",Gujranwala,Punjab,2022-01-13,Commercial,15,267406,5,2022,GEPCO
GEPCO-22717192,33100-1000211-7,M. Ahmed,"House 316, Street 18, Civil Lines, Gujranwala",Gujranwala,Punjab,2017-07-03,Residential,25,22930,5,2017,GEPCO
LESCO-25708359,33100-1001342-4,Chaudhry Umer Farooq,"House 429, Street 6, Gulberg, Lahore",Lahore,Punjab,2018-08-07,Industrial,25,473819,1,2018,LESCO
LESCO-76838948,33100-1001342-4,U. Farooq,"House 429, Street 6, Gulberg, Lahore",Lahore,Punjab,2026-09-02,Commercial,10,139691,3,2026,LESCO
K-28361888,54400-1000568-6,Fatima Ali Sahib,"House 681, Street 18, Nazimabad, Karachi",Karachi,Sindh,2024-02-11,Residential,10,13358,2,2024,K-Electric
GEPCO-81654897,17301-1001447-9,Umer Farooq,"House 614, Street 16, Wapda Town, Gujranwala",Gujranwala,Punjab,2025-01-19,Residential,3,41588,11,2025,GEPCO
QESCO-68388099,35202-1001263-1,Hassan Khan,"House 272, Street 12, Jinnah Town, Quetta",Quetta,Balochistan,2024-05-05,Residential,5,54842,4,2024,QESCO
IESCO-19666530,42101-1001728-6,Hira Shah Sahib,"House 844, Street 12, Chaklala, Rawalpindi",Rawalpindi,Punjab,2016-08-28,Residential,25,20042,8,2016,IESCO
GEPCO-29845286,33100-1001315-5,I. Siddiqui,"House 604, Street 25, Satellite Town, Gujranwala",Gujranwala,Punjab,2026-11-21,Residential,25,9659,9,2026,GEPCO
SEPCO-64309758,35202-1000834-8,Nida Hussain Sahib,"House 194, Street 1, Queens Road, Sukkur",Sukkur,Sindh,2024-09-16,Residential,10,3380,1,2024,SEPCO
GEPCO-83930590,17301-1000592-4,Khalid Malik,"House 844, Street 35, Model Town, Gujranwala",Gujranwala,Punjab,2018-03-07,Residential,5,53766,9,2018,GEPCO
PESCO-35993772,33100-1000699-3,A. Chaudhry,"House 246, Street 4, University Road, Peshawar",Peshawar,KPK,2016-06-03,Residential,10,66186,6,2016,PESCO
PESCO-17115794,33100-1000699-3,A. Chaudhry,"House 246, Street 4, University Road, Peshawar",Peshawar,KPK,2019-05-07,Commercial,5,194462,2,2019,PESCO
GEPCO-96889238,45501-1000190-0,Danish Butt,"House 365, Street 24, Civil Lines, Gujranwala",Gujranwala,Punjab,2021-09-14,Residential,50,70216,11,2021,GEPCO
MEPCO-47618050,17301-1000082-4,U. Farooq,"House 989, Street 14, Bosan Road, Multan",Multan,Punjab,2017-09-10,Residential,15,48613,2,2017,MEPCO
HESCO-19194347,33100-1001200-0,Z. Ahmed,"House 37, Street 1, Saddar, Hyderabad",Hyderabad,Sindh,2017-07-24,Residential,50,21431,10,2017,HESCO
MEPCO-29842434,35202-1001069-3,R. Noor,"House 848, Street 1, Gulgasht, Multan",Multan,Punjab,2018-04-01,Residential,5,66493,3,2018,MEPCO
FESCO-46583911,61101-1001796-2,Saad Qureshi,"House 835, Street 17, Gulberg, Faisalabad",Faisalabad,Punjab,2018-11-08,Residential,15,65169,9,2018,FESCO
IESCO-57835430,45501-1001205-5,D. Butt,"House 892, Street 9, F-10, Islamabad",Islamabad,Islamabad,2019-01-29,Residential,50,37171,4,2019,IESCO
QESCO-59880917,17301-1000244-8,Amna Chaudhry,"House 211, Street 34, Brewery Road, Quetta",Quetta,Balochistan,2019-12-11,Residential,3,34081,7,2019,QESCO
QESCO-66865817,42101-1001798-6,H. Shah,"House 586, Street 28, Cantt, Quetta",Quetta,Balochistan,2022-03-24,Residential,50,66447,6,2022,QESCO
QESCO-39102789,42101-1001798-6,H. Shah,"House 586, Street 28, Cantt, Quetta",Quetta,Balochistan,2024-12-08,Residential,25,8710,1,2024,QESCO
QESCO-57665999,17301-1001912-4,Muneeb Akhtar Sahib,"House 19, Street 26, Cantt, Quetta",Quetta,Balochistan,2019-12-07,Residential,15,54940,4,2019,QESCO
MEPCO-81253924,61101-1000490-0,W. Akram,"House 418, Street 34, Shah Rukn-e-Alam, Multan",Multan,Punjab,2017-11-28,Residential,50,60441,8,2017,MEPCO
FESCO-70645339,45501-1001513-1,Fatima Ali,"House 180, Street 2, People Colony, Faisalabad",Faisalabad,Punjab,2021-04-22,Residential,25,28477,3,2021,FESCO
SEPCO-91702585,35202-1000761-7,M. Malik,"House 857, Street 35, Queens Road, Sukkur",Sukkur,Sindh,2016-05-28,Residential,15,72042,11,2016,SEPCO
FESCO-13755826,33100-1001083-1,Shazia Butt,"House 28, Street 14, Gulberg, Faisalabad",Faisalabad,Punjab,2016-05-08,Residential,25,16421,6,2016,FESCO
MEPCO-48096859,42101-1001901-7,Saad Qureshi Sahib,"House 743, Street 11, Shah Rukn-e-Alam, Multan",Multan,Punjab,2020-07-14,Residential,25,59773,1,2020,MEPCO
IESCO-63824550,54400-1000693-1,Kamran Qureshi Sahib,"House 977, Street 34, E-11, Islamabad",Islamabad,Islamabad,2026-04-13,Residential,3,51634,12,2026,IESCO
IESCO-90717883,42101-1001878-6,Asad Iqbal,"House 388, Street 18, G-11, Islamabad",Islamabad,Islamabad,2025-07-29,Residential,50,47657,3,2025,IESCO
