travel_id,cnic,passenger_name,address,city,province,date,passport_no,travel_type,destination_country,airline,ticket_cost_pkr,hotel_cost_pkr,total_travel_cost_pkr
TRV-2026-845126,17301-1000442-4,Muneeb Akhtar,"House 913, Street 7, Saddar, Rawalpindi",Rawalpindi,Punjab,2026-10-25,CD9947157,Business,Doha,Airblue,691944,1239081,1931025
TRV-2025-383826,17301-1000442-4,M. Akhtar,"House 913, Street 7, Saddar, Rawalpindi",Rawalpindi,Punjab,2025-07-18,CD6270795,International,Jeddah,Qatar Airways,688402,1162431,1850833
TRV-2018-503006,54400-1000750-0,Danish Butt,"House 77, Street 26, Model Town, Lahore",Lahore,Punjab,2018-12-11,XY1923781,Umrah,Riyadh,Emirates,688804,179116,867920
TRV-2021-544362,33100-1000716-2,F. Mirza,"House 251, Street 30, People Colony, Faisalabad",Faisalabad,Punjab,2021-12-22,AB7938771,Umrah,Bangkok,Emirates,604382,1326309,1930691
TRV-2019-119500,45501-1001431-7,Naveed Raza,"House 816, Street 19, Madina Town, Faisalabad",Faisalabad,Punjab,2019-12-27,CD6667248,Business,Istanbul,Turkish Airlines,605371,1294282,1899653
TRV-2024-225917,42101-1001588-6,H. Shah,"House 158, Street 18, Bosan Road, Multan",Multan,Punjab,2024-07-23,AB9463267,Tourism,Baku,Saudia,836846,1390652,2227498
TRV-2016-519728,42101-1001588-6,Hira Shah,"House 158, Street 18, Bosan Road, Multan",Multan,Punjab,2016-09-28,PK9876407,Tourism,Abu Dhabi,Turkish Airlines,655924,1221016,1876940
TRV-2016-460047,42101-1001588-6,Chaudhry Hira Shah,"House 158, Street 18, Bosan Road, Multan",Multan,Punjab,2016-12-22,CD5868198,Umrah,London,Airblue,884933,1116322,2001255
TRV-2026-195676,42101-1001588-6,H. Shah,"House 158, Street 18, Bosan Road, Multan",Multan,Punjab,2026-03-05,CD7680761,Umrah,Bangkok,Turkish Airlines,458387,343545,801932
TRV-2017-870626,35202-1000281-7,Muhammad Ahmed,"House 314, Street 32, Nazimabad, Karachi",Karachi,Sindh,2017-04-14,PK1678264,Family Visit,Doha,SereneAir,650689,1186169,1836858
TRV-2017-749230,35202-1000281-7,Muhammad Ahmed,"House 314, Street 32, Nazimabad, Karachi",Karachi,Sindh,2017-10-24,XY1804684,Tourism,London,PIA,686065,309114,995179
TRV-2021-286354,35202-1001792-4,A. Khan,"House 42, Street 17, Samungli Road, Quetta",Quetta,Balochistan,2021-05-29,AB3640977,Business,Abu Dhabi,Turkish Airlines,475634,438442,914076
TRV-2018-454807,35202-1001792-4,Ayesha Khan,"House 42, Street 17, Samungli Road, Quetta",Quetta,Balochistan,2018-11-20,PK4001633,Tourism,Doha,Turkish Airlines,410511,977365,1387876
TRV-2018-170044,35202-1001792-4,Chaudhry Ayesha Khan,"House 42, Street 17, Samungli Road, Quetta",Quetta,Balochistan,2018-07-11,CD9513183,Umrah,London,Airblue,161613,195860,357473
TRV-2021-969694,61101-1001312-4,M. Tariq,"House 167, Street 8, DHA Phase 2, Islamabad",Islamabad,Islamabad,2021-06-20,AB8831996,Business,Doha,Turkish Airlines,350523,1417468,1767991
TRV-2022-639531,61101-1000978-6,Shazia Butt,"House 865, Street 30, Bahadurabad, Karachi",Karachi,Sindh,2022-06-27,PK6552694,Umrah,Istanbul,Qatar Airways,240187,906768,1146955
TRV-2023-552627,45501-1001097-9,Umer Farooq,"House 806, Street 25, PWD, Rawalpindi",Rawalpindi,Punjab,2023-03-14,AB8166767,Tourism,Baku,PIA,328767,198735,527502
TRV-2022-113496,54400-1001548-6,Fatima Ali,"House 991, Street 20, Hayatabad, Peshawar",Peshawar,KPK,2022-01-25,AB7041759,Tourism,Doha,PIA,336385,481686,818071
TRV-2023-591038,45501-1001046-2,Chaudhry Naveed Raza,"House 685, Street 2, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2023-02-16,PK2524418,International,Kuala Lumpur,Airblue,503184,1344600,1847784
TRV-2017-571348,33100-1000483-1,Kamran Qureshi Sahib,"House 702, Street 27, Auto Bhan, Hyderabad",Hyderabad,Sindh,2017-02-24,XY3704901,Tourism,Kuala Lumpur,Emirates,846369,434349,1280718
TRV-2019-868659,35202-1001265-5,Usman Malik,"House 437, Street 8, Shah Rukn-e-Alam, Multan",Multan,Punjab,2019-07-05,XY1596304,International,Kuala Lumpur,SereneAir,291542,354962,646504
TRV-2024-742304,33100-1001225-5,Waseem Akram,"House 840, Street 27, Chaklala, Rawalpindi",Rawalpindi,Punjab,2024-06-23,XY6616902,Tourism,Kuala Lumpur,Turkish Airlines,409136,323334,732470
TRV-2020-999158,33100-1001225-5,Waseem Akram,"House 840, Street 27, Chaklala, Rawalpindi",Rawalpindi,Punjab,2020-04-06,PK3314457,Umrah,Abu Dhabi,Emirates,278583,996095,1274678
TRV-2025-328992,33100-1001225-5,Waseem Akram,"House 840, Street 27, Chaklala, Rawalpindi",Rawalpindi,Punjab,2025-11-08,AB9941801,Business,Bangkok,Saudia,240747,887716,1128463
TRV-2025-313070,54400-1001201-7,Saad Qureshi Sahib,"House 104, Street 24, Rohri, Sukkur",Sukkur,Sindh,2025-10-27,CD1848225,Umrah,Doha,Airblue,792836,816763,1609599
TRV-2024-957048,42101-1001686-2,Hamza Sheikh,"House 956, Street 4, F-10, Islamabad",Islamabad,Islamabad,2024-03-26,CD4145064,International,Bangkok,Airblue,645402,1424692,2070094
TRV-2018-382384,42101-1001686-2,Hamza Sheikh,"House 956, Street 4, F-10, Islamabad",Islamabad,Islamabad,2018-05-28,AB2079342,Tourism,Doha,Emirates,687017,928792,1615809
TRV-2024-700867,33100-1001083-1,Shazia Butt,"House 28, Street 14, Gulberg, Faisalabad",Faisalabad,Punjab,2024-03-20,CD6144039,International,Kuala Lumpur,Airblue,736629,96747,833376
TRV-2018-392572,17301-1001786-2,M. Ahmed,"House 105, Street 4, Nazimabad, Karachi",Karachi,Sindh,2018-01-09,XY1500888,Umrah,Baku,PIA,209614,312100,521714
TRV-2016-360995,17301-1001786-2,Muhammad Ahmed,"House 105, Street 4, Nazimabad, Karachi",Karachi,Sindh,2016-06-13,AB8736605,Business,Jeddah,PIA,424487,256459,680946
TRV-2023-728778,17301-1001786-2,Muhammad Ahmed,"House 105, Street 4, Nazimabad, Karachi",Karachi,Sindh,2023-11-08,AB2336127,Umrah,Jeddah,Qatar Airways,80267,1275209,1355476
TRV-2018-570273,17301-1000451-7,Naveed Raza,"House 723, Street 24, Bahadurabad, Karachi",Karachi,Sindh,2018-12-11,PK4853947,Umrah,Bangkok,Qatar Airways,854349,236410,1090759
TRV-2018-956846,42101-1000021-7,Taha Hussain,"House 532, Street 23, Military Road, Sukkur",Sukkur,Sindh,2018-09-25,CD4026375,Family Visit,Doha,Turkish Airlines,262457,1193892,1456349
TRV-2026-564308,33100-1000411-7,Mariam Malik Sahib,"House 666, Street 7, Queens Road, Sukkur",Sukkur,Sindh,2026-10-17,PK3741202,Tourism,Baku,Turkish Airlines,882236,645873,1528109
TRV-2023-412650,61101-1000043-1,F. Ali,"House 892, Street 30, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2023-12-16,PK7470256,Tourism,Doha,Saudia,442684,389896,832580
TRV-2020-835200,61101-1000043-1,F. Ali,"House 892, Street 30, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2020-03-02,PK8563291,Tourism,Riyadh,SereneAir,774986,1409384,2184370
TRV-2016-593273,61101-1000043-1,Fatima Ali Sahib,"House 892, Street 30, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2016-04-06,CD4084979,Tourism,London,Saudia,700741,253674,954415
TRV-2019-484260,33100-1000211-7,Muhammad Ahmed Sahib,"House 316, Street 18, Civil Lines, Gujranwala",Gujranwala,Punjab,2019-03-17,XY1209734,Family Visit,London,Saudia,174423,990133,1164556
TRV-2016-786616,33100-1001023-1,Fatima Ali,"House 88, Street 4, University Road, Peshawar",Peshawar,KPK,2016-09-26,CD1807412,Family Visit,Bangkok,Saudia,571048,1171177,1742225
TRV-2022-340467,35202-1001491-7,Chaudhry Taha Hussain,"House 393, Street 11, Model Town, Lahore",Lahore,Punjab,2022-08-31,PK5657270,Family Visit,Jeddah,PIA,542071,154972,697043
TRV-2024-382998,35202-1001491-7,Chaudhry Taha Hussain,"House 393, Street 11, Model Town, Lahore",Lahore,Punjab,2024-09-04,CD5309173,Tourism,Istanbul,Airblue,351460,583136,934596
TRV-2018-363782,35202-1001491-7,Chaudhry Taha Hussain,"House 393, Street 11, Model Town, Lahore",Lahore,Punjab,2018-09-24,PK5310820,Tourism,Bangkok,Saudia,175307,158696,334003
TRV-2017-820679,45501-1001396-2,Naveed Raza,"House 70, Street 3, Shah Rukn-e-Alam, Multan",Multan,Punjab,2017-05-23,XY1952454,Umrah,Riyadh,Qatar Airways,238271,61024,299295
TRV-2026-101210,45501-1001396-2,Naveed Raza Sahib,"House 70, Street 3, Shah Rukn-e-Alam, Multan",Multan,Punjab,2026-03-05,PK6413250,Business,Bangkok,Airblue,96094,1027030,1123124
TRV-2025-482417,35202-1001272-4,Umer Farooq,"House 326, Street 24, Hayatabad, Peshawar",Peshawar,KPK,2025-12-03,AB1679115,Family Visit,Bangkok,Turkish Airlines,442878,144721,587599
TRV-2021-348258,35202-1001272-4,U. Farooq,"House 326, Street 24, Hayatabad, Peshawar",Peshawar,KPK,2021-03-10,PK7492817,International,Abu Dhabi,Qatar Airways,559355,1333818,1893173
TRV-2019-314593,35202-1001272-4,Chaudhry Umer Farooq,"House 326, Street 24, Hayatabad, Peshawar",Peshawar,KPK,2019-10-12,CD2561655,Business,Bangkok,PIA,581402,866371,1447773
TRV-2017-921490,35202-1001149-3,Nida Hussain,"House 450, Street 5, Peoples Colony, Gujranwala",Gujranwala,Punjab,2017-10-31,CD2143369,Umrah,Kuala Lumpur,PIA,676871,443855,1120726
TRV-2025-513867,35202-1001149-3,Chaudhry Nida Hussain,"House 450, Street 5, Peoples Colony, Gujranwala",Gujranwala,Punjab,2025-04-11,AB3439730,Family Visit,Kuala Lumpur,SereneAir,212249,710434,922683
TRV-2020-110101,45501-1000649-3,Chaudhry Rabia Noor,"House 954, Street 23, F-10, Islamabad",Islamabad,Islamabad,2020-11-06,CD9063467,International,Baku,PIA,736156,1328214,2064370
TRV-2026-896059,61101-1001071-7,T. Hussain,"House 374, Street 32, Gulberg, Faisalabad",Faisalabad,Punjab,2026-02-27,PK5550453,Business,Istanbul,SereneAir,257377,768858,1026235
TRV-2025-702745,61101-1001071-7,Taha Hussain,"House 374, Street 32, Gulberg, Faisalabad",Faisalabad,Punjab,2025-11-03,PK6401850,Tourism,Istanbul,Saudia,896636,709636,1606272
TRV-2018-203363,54400-1001488-6,Kashif Javed,"House 318, Street 11, Bosan Road, Multan",Multan,Punjab,2018-09-02,PK6181093,Family Visit,Dubai,Emirates,441809,1000006,1441815
TRV-2018-983970,54400-1001488-6,Kashif Javed,"House 318, Street 11, Bosan Road, Multan",Multan,Punjab,2018-09-19,AB2827767,Business,Istanbul,Turkish Airlines,370115,876942,1247057
TRV-2019-493277,35202-1001940-0,Chaudhry Danish Butt,"House 390, Street 25, DHA Phase 6, Karachi",Karachi,Sindh,2019-12-10,XY6305144,Umrah,Dubai,Turkish Airlines,276768,456447,733215
TRV-2025-624747,17301-1001709-3,Nida Hussain,"House 82, Street 25, Chaklala, Rawalpindi",Rawalpindi,Punjab,2025-07-26,XY7173941,Umrah,Abu Dhabi,SereneAir,838107,1037058,1875165
TRV-2017-678442,54400-1001445-5,Chaudhry Zainab Ahmed,"House 68, Street 4, Jinnah Town, Quetta",Quetta,Balochistan,2017-01-12,XY2627990,International,Riyadh,PIA,710528,1378827,2089355
TRV-2017-134366,54400-1001445-5,Z. Ahmed,"House 68, Street 4, Jinnah Town, Quetta",Quetta,Balochistan,2017-09-11,AB8776682,Tourism,Bangkok,Saudia,611438,1320428,1931866
TRV-2016-323971,17301-1001472-4,Ali Raza,"House 868, Street 30, Clifton, Karachi",Karachi,Sindh,2016-09-03,AB4598467,Family Visit,Dubai,PIA,491613,84773,576386
TRV-2025-204411,17301-1000992-4,U. Farooq,"House 901, Street 16, Madina Town, Faisalabad",Faisalabad,Punjab,2025-07-16,PK5800124,International,Baku,PIA,365407,1125366,1490773
TRV-2025-263718,45501-1000741-7,Chaudhry Hamza Sheikh,"House 16, Street 14, DHA Phase 2, Islamabad",Islamabad,Islamabad,2025-03-13,AB7879944,International,Doha,Qatar Airways,748358,238038,986396
TRV-2026-247066,45501-1000741-7,Hamza Sheikh,"House 16, Street 14, DHA Phase 2, Islamabad",Islamabad,Islamabad,2026-08-31,CD5628728,Business,Abu Dhabi,PIA,816946,433982,1250928
TRV-2025-846916,61101-1001714-8,Amna Chaudhry,"House 139, Street 5, Gulberg, Lahore",Lahore,Punjab,2025-10-20,AB4702362,Business,Bangkok,SereneAir,754554,485224,1239778
TRV-2018-204092,35202-1001684-8,Chaudhry Bilal Ahmed,"House 379, Street 25, Qasimabad, Hyderabad",Hyderabad,Sindh,2018-07-13,XY6717222,Tourism,London,Turkish Airlines,468700,454282,922982
TRV-2017-586250,17301-1000426-2,Hamza Sheikh,"House 832, Street 10, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2017-06-18,CD3727661,Tourism,Bangkok,Turkish Airlines,231121,1312870,1543991
TRV-2025-637575,17301-1000426-2,H. Sheikh,"House 832, Street 10, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2025-08-24,AB8085885,International,London,Saudia,772714,1056502,1829216
TRV-2025-176981,17301-1000460-0,U. Malik,"House 31, Street 29, DHA Phase 5, Lahore",Lahore,Punjab,2025-04-07,PK5284389,Umrah,Riyadh,Emirates,463680,1136649,1600329
TRV-2017-549987,17301-1000103-1,Shazia Butt Sahib,"House 10, Street 27, G-11, Islamabad",Islamabad,Islamabad,2017-12-06,AB3780859,International,Istanbul,SereneAir,742154,762966,1505120
TRV-2024-537118,61101-1001362-4,Khalid Malik,"House 685, Street 6, G-11, Islamabad",Islamabad,Islamabad,2024-07-24,AB5624552,Umrah,London,SereneAir,654492,493291,1147783
TRV-2023-950200,61101-1000497-9,Ayesha Khan,"House 741, Street 13, Civil Lines, Gujranwala",Gujranwala,Punjab,2023-10-07,PK6277999,Family Visit,Jeddah,Saudia,319635,378805,698440
TRV-2025-243807,61101-1000497-9,Chaudhry Ayesha Khan,"House 741, Street 13, Civil Lines, Gujranwala",Gujranwala,Punjab,2025-10-10,XY8570194,Umrah,Bangkok,Emirates,759389,1064897,1824286
TRV-2025-445238,61101-1000079-3,Sana Iqbal,"House 43, Street 7, Johar Town, Lahore",Lahore,Punjab,2025-09-28,XY8492984,Umrah,Baku,PIA,401520,553956,955476
TRV-2017-649194,54400-1000577-9,M. Tariq,"House 360, Street 18, Peoples Colony, Gujranwala",Gujranwala,Punjab,2017-07-01,AB9090595,International,Jeddah,Saudia,290823,1190260,1481083
TRV-2016-536291,54400-1000328-6,Hira Shah Sahib,"House 288, Street 35, Cantt, Quetta",Quetta,Balochistan,2016-07-24,AB4941693,Business,Riyadh,Turkish Airlines,326536,1498654,1825190
TRV-2017-866561,61101-1001344-8,N. Aslam,"House 777, Street 25, University Road, Peshawar",Peshawar,KPK,2017-08-10,AB2045555,Umrah,Bangkok,PIA,579752,1127736,1707488
TRV-2026-859438,61101-1000848-6,F. Ali,"House 694, Street 30, PWD, Rawalpindi",Rawalpindi,Punjab,2026-05-10,XY3763827,Tourism,Baku,Turkish Airlines,586466,475887,1062353
TRV-2026-825248,61101-1000848-6,F. Ali,"House 694, Street 30, PWD, Rawalpindi",Rawalpindi,Punjab,2026-10-18,XY6785229,International,London,Qatar Airways,826872,704000,1530872
TRV-2016-634726,61101-1000848-6,Fatima Ali,"House 694, Street 30, PWD, Rawalpindi",Rawalpindi,Punjab,2016-08-08,PK1955549,Tourism,Doha,SereneAir,494013,481394,975407
TRV-2022-963194,61101-1001031-7,F. Mirza,"House 148, Street 23, Samungli Road, Quetta",Quetta,Balochistan,2022-03-10,CD2738405,Tourism,Jeddah,Qatar Airways,355937,944987,1300924
TRV-2026-716719,61101-1001031-7,Chaudhry Fahad Mirza,"House 148, Street 23, Samungli Road, Quetta",Quetta,Balochistan,2026-04-30,PK2602351,International,Baku,Saudia,733428,1427187,2160615
TRV-2019-878615,42101-1001169-3,Nimra Aslam,"House 278, Street 2, Canal Road, Faisalabad",Faisalabad,Punjab,2019-08-14,PK2500666,Tourism,Istanbul,Qatar Airways,764298,1142081,1906379
TRV-2019-954501,45501-1001142-4,Chaudhry Muneeb Akhtar,"House 123, Street 6, Canal Road, Faisalabad",Faisalabad,Punjab,2019-06-22,AB8257203,Umrah,Doha,Emirates,836127,605526,1441653
TRV-2017-257118,33100-1000045-5,Z. Ahmed,"House 195, Street 25, Saddar, Rawalpindi",Rawalpindi,Punjab,2017-05-07,CD3478742,Umrah,Istanbul,Saudia,540073,303319,843392
TRV-2025-523753,33100-1000045-5,Zainab Ahmed,"House 195, Street 25, Saddar, Rawalpindi",Rawalpindi,Punjab,2025-08-05,CD5417775,Business,Dubai,Saudia,115853,588772,704625
TRV-2020-357137,33100-1000045-5,Zainab Ahmed,"House 195, Street 25, Saddar, Rawalpindi",Rawalpindi,Punjab,2020-01-18,PK7888343,Business,Bangkok,Saudia,180246,1107526,1287772
TRV-2018-352412,54400-1000807-9,Ali Raza,"House 120, Street 31, Nazimabad, Karachi",Karachi,Sindh,2018-10-22,CD2070330,Tourism,Abu Dhabi,Qatar Airways,872038,823351,1695389
TRV-2019-206603,54400-1000807-9,A. Raza,"House 120, Street 31, Nazimabad, Karachi",Karachi,Sindh,2019-02-24,CD4402467,Business,Jeddah,SereneAir,805810,961280,1767090
TRV-2020-867285,45501-1000020-0,Chaudhry Imran Siddiqui,"House 288, Street 28, DHA Multan, Multan",Multan,Punjab,2020-11-13,AB8099649,Family Visit,London,Emirates,610960,391679,1002639
TRV-2017-474005,45501-1000020-0,Imran Siddiqui,"House 288, Street 28, DHA Multan, Multan",Multan,Punjab,2017-11-04,PK5104335,Family Visit,Bangkok,Saudia,655080,471533,1126613
TRV-2026-918410,61101-1001869-3,Nimra Aslam,"House 591, Street 18, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2026-09-17,CD4451307,Family Visit,Kuala Lumpur,Airblue,479440,356443,835883
TRV-2018-793556,54400-1001112-4,Ahmed Baig Sahib,"House 616, Street 8, Madina Town, Faisalabad",Faisalabad,Punjab,2018-10-28,CD2015436,Umrah,Baku,Turkish Airlines,841552,1270113,2111665
TRV-2020-256306,61101-1001949-3,Laiba Khan,"House 55, Street 29, Bahria Enclave, Islamabad",Islamabad,Islamabad,2020-04-29,XY7739244,International,Baku,Turkish Airlines,526215,71765,597980
TRV-2019-111997,61101-1001949-3,Chaudhry Laiba Khan,"House 55, Street 29, Bahria Enclave, Islamabad",Islamabad,Islamabad,2019-08-02,CD3432346,Business,Kuala Lumpur,SereneAir,674729,796941,1471670
TRV-2019-119433,54400-1000870-0,Huma Ghani,"House 207, Street 13, University Road, Peshawar",Peshawar,KPK,2019-09-29,XY1903772,Umrah,Istanbul,Turkish Airlines,239905,805868,1045773
TRV-2024-553344,54400-1000870-0,Huma Ghani,"House 207, Street 13, University Road, Peshawar",Peshawar,KPK,2024-10-01,CD4390258,Umrah,Doha,Saudia,495144,914572,1409716
TRV-2026-259923,35202-1001094-8,Sana Iqbal,"House 523, Street 24, Wapda Town, Gujranwala",Gujranwala,Punjab,2026-09-24,CD5916577,Family Visit,London,Qatar Airways,681098,387248,1068346
TRV-2022-334016,35202-1001094-8,Chaudhry Sana Iqbal,"House 523, Street 24, Wapda Town, Gujranwala",Gujranwala,Punjab,2022-09-21,PK9136509,Family Visit,Abu Dhabi,Emirates,601965,68527,670492
