cnic,registry_no,buyer_name,seller_name,property_address,property_value_pkr,transfer_date,area_marla,property_type
62688-5034095-4,REGY-584291,E. Bailey,Adam Hernandez,"House 953, Johar Town, Rawalpindi",11957427,2020-10-15,20,Commercial
44466-1693289-3,REGY-112277,Mr. Lauren Wise,Anne Padilla,"Kothi 19, Gulberg, Lahore",5290767,2020-10-10,20,Apartment
22658-4136290-3,REGY-958603,K. Martinez,Pamela Boyle,"Plot 631, Johar Town, Islamabad",3374729,2021-11-08,20,Plot
23866-9553183-7,REGY-944978,Mr. Brian Jenkins,Susan Wright,"House 74, DHA, Lahore",11603504,2023-03-05,20,Commercial
75860-2302273-1,REGY-567574,S. Wyatt,Albert Meyer,"Flat 469, Gulberg, Lahore",4403039,2025-08-15,15,Apartment
83387-4498615-1,REGY-163964,E. Palmer,Terry Choi,"Plot 850, Johar Town, Rawalpindi",4244371,2023-08-02,15,House
37362-3049397-4,REGY-490189,Chaudhry James Doyle,Tasha Vega,"Kothi 114, Johar Town, Lahore",6838976,2023-05-06,10,House
81580-9718610-6,REGY-722709,Mr. Susan Horn,Deborah Brown,"House 90, Bahria Town, Lahore",20421154,2020-03-16,20,House
21768-7167093-5,REGY-902866,Jamie A. Jones,Wendy Waters,"Flat 317, Model Town, Karachi",7045564,2023-04-26,15,House
74767-6617915-4,REGY-665470,Chaudhry Benjamin Hayes,Duane Medina,"House 81, DHA, Lahore",9980261,2020-01-26,15,Plot
24898-4588346-9,REGY-948477,Mr. Scott Zamora,Joshua Bullock,"Kothi 467, Gulberg, Karachi",4455859,2022-08-05,10,Plot
20460-1361845-1,REGY-617998,Aaron West,Michael Gomez,"House 687, Bahria Town, Rawalpindi",8311731,2022-11-21,5,Plot
17184-4016736-5,REGY-271016,Mr. Matthew Johnson,Kyle Bond,"Kothi 262, Bahria Town, Islamabad",2258976,2025-02-27,15,Plot
49391-6846586-1,REGY-900990,J. Morrison,Jeremy Mayer,"Flat 392, DHA, Karachi",23327948,2020-11-09,15,House
68049-3733594-8,REGY-476175,Chaudhry Mrs. Karen Hoffman,Julie Williams,"Flat 281, Bahria Town, Lahore",7292316,2024-02-08,20,Commercial
64056-1351073-6,REGY-657231,Eric A. Hickman,Philip Bennett,"Plot 558, Model Town, Islamabad",4036723,2024-06-17,10,House
10226-5006125-6,REGY-977375,Ryan Mcpherson,Pedro Bowen,"House 545, Bahria Town, Lahore",10851938,2022-02-07,20,House
14637-6262521-7,REGY-524743,Chaudhry Elaine Rose,Jennifer Duncan,"Flat 376, DHA, Lahore",75861178,2023-10-06,15,Plot
70035-3703043-4,REGY-931728,Erin A. Rodriguez,Brandon Cruz,"House 666, Johar Town, Karachi",5853507,2023-09-03,15,Commercial
63412-9704500-2,REGY-831582,D. Black,Marcus Espinoza,"Plot 224, Model Town, Lahore",9557849,2024-08-08,10,Apartment
44103-8237492-2,REGY-801199,A. Ruiz,Matthew Casey,"Plot 626, Gulberg, Karachi",7982937,2022-04-01,20,Commercial
47264-7558493-4,REGY-411117,Jim A. Cisneros,Jack Ryan,"Flat 264, DHA, Lahore",10693975,2023-07-22,20,Plot
37422-5354022-3,REGY-817656,Chaudhry Jonathan Edwards,Steve Arnold,"House 613, DHA, Rawalpindi",10567763,2023-05-11,20,Apartment
49832-2307646-2,REGY-570974,Mr. Charlotte Lyons,Daniel Rivera,"House 549, DHA, Lahore",2642328,2023-02-20,5,Commercial
57382-2249625-3,REGY-736741,Kara Wheeler DDS,Tyler Walton,"House 740, Gulberg, Islamabad",8154559,2025-01-21,10,House
68986-3984524-2,REGY-408501,Mr. Jesse Palmer,Sandra Perez,"Flat 311, Gulberg, Rawalpindi",11019006,2021-09-06,20,Apartment
32704-8464651-2,REGY-632187,Mr. Bryan Gutierrez,Miguel King,"Kothi 351, Model Town, Karachi",20507419,2023-07-24,15,Plot
14023-7509271-4,REGY-495793,Brian Edwards,Katherine Scott,"House 876, Bahria Town, Islamabad",10344071,2020-03-25,20,Apartment
97912-6629503-5,REGY-624620,J. Perez,Jason Mccullough,"House 866, Bahria Town, Lahore",4310667,2022-05-14,20,Apartment
21729-3651397-5,REGY-768853,Micheal Williams,Kristin Mcguire,"Flat 185, DHA, Karachi",5038862,2025-11-25,15,Apartment
73096-2629106-1,REGY-934998,Chaudhry Dr. Robert Diaz MD,Nicholas Chan,"Kothi 261, DHA, Karachi",75823055,2022-05-22,5,House
18133-2087148-5,REGY-940385,A. Hart,Tiffany Wilson,"House 275, Bahria Town, Islamabad",10964136,2021-08-09,20,Plot
57662-3958298-3,REGY-892779,Chaudhry Antonio Johnson,Hannah Conner,"Flat 807, Model Town, Islamabad",4968399,2020-04-16,10,Plot
58002-3788885-9,REGY-611450,Marcus Evans,Natalie Kennedy,"House 894, Bahria Town, Karachi",11067987,2022-12-22,10,Apartment
47392-7388309-1,REGY-492542,K. Wood,Vincent Foster,"Plot 665, Bahria Town, Karachi",9141080,2022-09-24,5,Apartment
60355-7129547-4,REGY-818179,David Wilson,Raymond Goodman,"Kothi 270, DHA, Lahore",5559453,2020-03-13,15,Apartment
23055-7331934-6,REGY-301896,C. Simmons,Tracy Soto,"Plot 289, DHA, Rawalpindi",21984157,2022-03-02,20,Commercial
67454-9177681-2,REGY-915737,Denise A. Tucker,Sue Moore,"House 471, Johar Town, Rawalpindi",49052440,2021-11-11,20,Apartment
22285-7789627-2,REGY-333327,Chaudhry Kara Moore,Brittany Jones,"Kothi 492, Bahria Town, Karachi",10930098,2023-10-03,10,Apartment
65814-8386437-1,REGY-314890,K. Powers,Danny Smith,"House 196, DHA, Islamabad",6181897,2024-11-20,15,House
57335-8447706-8,REGY-717313,Eric A. Brown,Crystal Scott,"Plot 960, Model Town, Lahore",6283155,2023-10-19,15,Apartment
19373-9544885-4,REGY-668706,D. Ewing,Peter Lopez,"Kothi 763, Bahria Town, Rawalpindi",12095516,2023-11-21,10,Commercial
24424-2004976-7,REGY-384710,Michael Harrell,Hannah Clark,"House 246, Johar Town, Karachi",4357246,2022-09-06,15,Plot
76910-6306167-4,REGY-301056,Mr. Connie Miranda,Crystal Terry,"House 86, Gulberg, Islamabad",9614789,2025-07-10,20,Apartment
71404-8733198-3,REGY-729658,E. Stevens,Destiny Garcia,"House 827, Gulberg, Islamabad",15636096,2023-07-22,5,Apartment
22836-4444917-5,REGY-956443,Vanessa Paul,Sydney Ford,"Flat 70, DHA, Rawalpindi",69144406,2021-11-22,10,House
73121-5317123-3,REGY-287222,Heather A. Byrd,Shannon Park,"House 643, Johar Town, Lahore",3019248,2021-05-03,5,Plot
94353-8890385-1,REGY-854637,Chaudhry Kerri Chen,Robert Jones,"Plot 792, Gulberg, Karachi",5398166,2024-05-23,5,Apartment
95345-7115097-3,REGY-290896,Dennis Landry,Tammy Floyd,"Kothi 823, Model Town, Lahore",16693456,2023-02-09,5,Apartment
58198-4048885-4,REGY-718664,Nicole Rose,Larry Jones,"House 613, Gulberg, Lahore",6255042,2022-08-14,5,Apartment
68901-4640117-1,REGY-123628,Chaudhry Paul Jackson,Gregory Higgins,"Flat 450, Bahria Town, Karachi",37376920,2024-08-19,5,Commercial
49904-6268476-4,REGY-294603,Linda A. Cannon,Pamela Anderson DDS,"House 412, DHA, Karachi",2440721,2023-07-11,10,Apartment
11652-7038456-8,REGY-276183,Mr. Amanda Bennett,Abigail Myers,"Plot 68, Gulberg, Islamabad",17742033,2021-12-06,10,Commercial
77063-9256125-4,REGY-865675,Chaudhry Kevin Hale,Madison Hunter,"Plot 198, Gulberg, Karachi",8822121,2021-01-19,15,House
50617-8660114-5,REGY-429899,Chaudhry Ryan Davis,Kaylee Lopez,"Plot 999, Model Town, Lahore",21419902,2023-05-03,20,House
63343-3978096-6,REGY-617790,Renee A. Wallace,Melanie Huff,"Kothi 685, DHA, Islamabad",9416634,2023-02-20,20,Apartment
31243-5000242-1,REGY-145024,Anthony A. Green,Toni Porter,"Plot 623, Model Town, Rawalpindi",2450132,2022-05-12,10,House
72267-7485214-3,REGY-940812,T. Smith,Allison Jackson,"Flat 247, Johar Town, Lahore",59371247,2021-02-11,20,Apartment
45899-7979760-3,REGY-790799,Sarah A. Patel,John Trujillo,"Plot 535, Bahria Town, Islamabad",11065409,2023-08-28,5,Commercial
17461-3814341-4,REGY-564369,Christine Gonzales,Jason Cooper,"Kothi 172, DHA, Rawalpindi",53348072,2020-01-20,20,Plot
63599-5247613-4,REGY-147458,R. Dawson,Rachel Preston,"Plot 980, Model Town, Rawalpindi",19988434,2021-06-26,20,Plot
22431-1865547-7,REGY-526601,Stephanie Sanders,Angela Sparks,"House 991, DHA, Islamabad",8904742,2025-06-08,15,Apartment
19245-5848106-3,REGY-782011,T. Nichols,Nancy Cooper,"Plot 431, DHA, Rawalpindi",6913440,2023-11-11,15,Commercial
49357-9603402-2,REGY-274573,Mr. Roger Valdez,Ian Wong,"Kothi 250, Gulberg, Islamabad",20890884,2023-02-19,5,House
78406-4232717-7,REGY-123633,M. Jared Marsh DVM,Dwayne Novak,"House 607, Model Town, Rawalpindi",10041964,2024-09-08,20,Commercial
33792-5289218-4,REGY-969490,Tanya A. Roberts,Marissa Gross,"Kothi 376, Johar Town, Islamabad",10275103,2025-07-07,15,Apartment
98788-2231870-1,REGY-562503,Stephanie A. Johnson,Jonathan Davis,"Kothi 218, Model Town, Lahore",9355269,2020-03-02,10,Apartment
68313-8974991-6,REGY-434136,Adrian Johnson,Cheyenne Day,"Plot 477, Model Town, Karachi",6425514,2021-12-05,5,Apartment
66444-2492340-4,REGY-919120,E. Hart,Julia Santos,"Kothi 411, Bahria Town, Karachi",10691241,2024-07-15,20,Plot
58602-7034401-7,REGY-161440,Joshua A. Eaton,Dawn Hamilton,"Kothi 786, Model Town, Karachi",4699283,2020-04-25,15,Plot
39172-4606147-5,REGY-422900,J. Lane,Jessica Collins,"House 37, Johar Town, Karachi",4111790,2021-04-04,5,Plot
63233-8059623-2,REGY-976384,Nicholas A. Johnson,Rhonda Rivera,"Kothi 597, Gulberg, Islamabad",5690298,2024-07-03,15,Commercial
85623-6967336-6,REGY-861838,G. Schaefer,Roy Brown,"Kothi 323, Bahria Town, Rawalpindi",11156920,2020-03-19,10,House
12308-3700093-7,REGY-825111,David Powell,Sarah Johnson,"Flat 120, Model Town, Karachi",11198077,2021-05-22,10,Apartment
93176-5170340-4,REGY-422761,James A. Davis,Stanley Thompson,"Flat 785, Model Town, Islamabad",3890782,2024-08-23,5,Commercial
31418-2086005-8,REGY-978712,Mr. David Martinez,Melody Lucas,"House 204, DHA, Rawalpindi",2533085,2025-01-19,5,Apartment
83486-5570755-1,REGY-503780,Mr. Tracy Garcia,Chelsey Fisher,"House 818, DHA, Karachi",3790052,2021-01-03,5,House
21243-5176193-1,REGY-475118,G. Smith,Michael Bautista,"Plot 236, Bahria Town, Islamabad",10281270,2025-12-13,10,House
40980-1324091-1,REGY-746931,Chaudhry Ashley Jackson,Cheryl Gonzales,"House 85, DHA, Karachi",17371441,2020-01-21,10,Apartment
29479-8883119-6,REGY-386728,Kiara Castillo,Philip Bradley,"House 535, Model Town, Islamabad",4130439,2021-07-14,5,Apartment
48242-8002587-8,REGY-371588,Jennifer Olson,Patrick Harvey,"Flat 342, DHA, Lahore",4352079,2024-12-07,5,House
44601-3725620-5,REGY-151854,Matthew Liu,Anna Greer,"House 65, Johar Town, Lahore",3702059,2021-02-02,20,Apartment
44465-3210650-6,REGY-900722,Anthony A. Dunn,Andrew Hood,"Flat 514, Gulberg, Karachi",8543365,2024-09-12,15,Plot
34693-1859836-3,REGY-839286,Mr. Melinda Craig,Robert Beard,"Kothi 395, Model Town, Lahore",14074219,2020-07-05,20,House
40069-6224082-2,REGY-597378,Mr. Marie Tucker,Denise Morris,"Kothi 97, DHA, Karachi",21150588,2021-02-08,10,Commercial
35073-8586035-8,REGY-625789,Chaudhry Laura Jones,Derek Holloway,"Plot 638, DHA, Rawalpindi",70753540,2024-05-04,10,House
84059-8306001-3,REGY-717192,Erin Davis,Victoria Mills,"House 198, Johar Town, Karachi",4403463,2021-03-11,10,Apartment
24142-8672465-4,REGY-399973,Chaudhry Mary Becker,Ryan Pollard,"Flat 514, Gulberg, Islamabad",10297255,2025-07-11,5,Commercial
17481-1518495-4,REGY-915865,Diana A. Pugh,William Lee,"House 227, Johar Town, Islamabad",8708598,2023-02-17,20,Commercial
37717-8620890-4,REGY-459617,Derek Olsen,Kristina Holloway,"Plot 210, Model Town, Islamabad",7654373,2024-01-01,5,Commercial
27200-3639827-1,REGY-635818,Mr. Paul Hicks,Nicole Landry,"Plot 475, Model Town, Islamabad",4945985,2024-07-27,10,Commercial
61972-6292457-9,REGY-320796,Shannon A. Beard,John Cook,"Flat 57, Johar Town, Islamabad",4096974,2023-04-13,10,House
21683-5923472-1,REGY-975003,Brittany A. Arroyo,Danielle Gomez,"Flat 527, Bahria Town, Karachi",5378151,2023-01-22,10,House
32974-5113305-8,REGY-392852,Melvin Donovan,Robin Burgess,"House 203, Model Town, Lahore",3076189,2021-09-25,15,House
76427-9745866-6,REGY-999648,Michele A. Martinez,Wesley Morris,"Kothi 542, Model Town, Lahore",3977554,2021-08-14,15,Apartment
23921-2175307-7,REGY-150438,Teresa A. Osborne,Tiffany Hall,"Kothi 496, DHA, Islamabad",10304363,2024-03-11,5,Plot
97625-9616033-4,REGY-426922,Joseph A. Jordan,Travis Mason,"Kothi 326, Gulberg, Rawalpindi",7813449,2023-11-18,5,House
58715-9975489-8,REGY-641164,Tracy Robinson,Kaitlin Rodriguez,"Flat 634, DHA, Lahore",10072709,2023-02-21,20,Commercial
69733-2474055-5,REGY-806881,Ana A. Schmidt,Denise Pittman,"Plot 39, Johar Town, Karachi",28078524,2024-10-14,10,Plot
18283-8815971-1,REGY-945770,Mr. Benjamin Clark,Katie Knight,"Flat 674, DHA, Islamabad",10091780,2024-07-15,10,House
67324-9720893-2,REGY-785335,Mark A. Nguyen,Priscilla Garcia,"Plot 404, DHA, Lahore",17432941,2024-04-15,15,Apartment
14179-5832341-3,REGY-958602,Chaudhry Monica Taylor,James Robbins,"House 717, DHA, Islamabad",4074913,2024-01-16,15,House
31493-9923054-7,REGY-401895,Jesse A. Howard,Scott Bell,"Plot 246, Bahria Town, Rawalpindi",12074982,2020-01-05,20,Commercial
65808-6671241-6,REGY-246046,W. Thomas,Jessica Chambers,"House 913, Bahria Town, Rawalpindi",14512686,2021-08-23,20,Plot
82342-2962617-2,REGY-331083,K. Garcia,Adam Strong,"Flat 966, Gulberg, Rawalpindi",9577816,2024-11-15,5,House
39684-4103052-5,REGY-778650,William A. Mitchell,Brandi Davis,"Kothi 403, Bahria Town, Karachi",11913819,2025-04-07,15,Plot
35383-9238380-2,REGY-665913,Chaudhry Caleb Preston,Jason Thomas,"Flat 822, Bahria Town, Lahore",5195895,2023-02-24,20,Apartment
43443-9603725-8,REGY-180761,Chaudhry Robert Thomas,Carlos Harris,"Plot 876, Johar Town, Islamabad",16802511,2021-03-15,20,House
51083-3899281-6,REGY-807488,Mr. William Wagner,Patrick Franco,"Plot 676, Gulberg, Lahore",10739342,2020-05-14,15,House
10015-4887531-6,REGY-241275,Chaudhry Jeff Lyons,John Gardner,"House 807, Model Town, Lahore",8276616,2025-01-08,15,Apartment
14918-6487171-4,REGY-834639,Steve Moore,Jeremy White,"Flat 839, Model Town, Islamabad",10876842,2020-02-08,5,Plot
49527-7285571-6,REGY-280135,M. Ross,Lauren Thomas,"Kothi 388, Model Town, Lahore",3465688,2025-06-05,5,House
39772-1211243-7,REGY-485382,Mr. Kelsey Tucker,Jenny Cox,"Plot 837, DHA, Karachi",4962710,2021-08-24,10,Commercial
29730-6147039-5,REGY-395551,Chaudhry Joe Horton,Sara Oliver,"Flat 390, Gulberg, Islamabad",7272732,2020-02-09,20,Commercial
27510-5023186-9,REGY-498816,Travis A. Johnson,Daniel Johnson,"Flat 687, DHA, Islamabad",2183741,2023-10-23,10,House
32630-6363835-3,REGY-716092,Mr. Briana Hernandez,Joseph Garcia,"House 813, Johar Town, Rawalpindi",56430560,2020-09-26,15,Plot
54474-8888957-8,REGY-160817,Karen A. Carter,Kim Johnson,"Plot 747, Model Town, Islamabad",14580188,2023-11-06,5,Plot
42682-2074040-2,REGY-655989,Z. Rice,Justin Smith,"House 335, DHA, Lahore",3980350,2021-01-01,15,House
39765-7208047-2,REGY-780802,C. White,Summer Alvarez,"House 510, DHA, Karachi",29000234,2025-11-23,10,Plot
70564-7741831-5,REGY-892254,Mr. David Harvey,Jessica Rodriguez,"Kothi 977, Gulberg, Islamabad",10806677,2023-05-16,20,Commercial
93706-8893240-6,REGY-194522,Chaudhry Nicholas Graves,Alexandra Cruz,"Flat 752, Model Town, Islamabad",7730486,2022-11-25,15,House
85139-2776435-9,REGY-399198,Mr. Renee Lee,James Wheeler,"House 496, Gulberg, Rawalpindi",10033406,2020-11-15,5,Plot
11547-4809961-4,REGY-450397,Jose French,Dustin Henry,"Plot 372, Johar Town, Islamabad",19115706,2022-10-22,10,Apartment
96349-3094761-1,REGY-528190,Mr. Mark Parker DDS,David Coleman,"Kothi 606, Johar Town, Rawalpindi",6350879,2025-08-17,20,Commercial
13097-3197653-7,REGY-123777,Chaudhry Samuel Mcclure,Daisy Williams PhD,"House 189, Johar Town, Islamabad",3403587,2024-01-08,5,Commercial
77527-6982981-2,REGY-339473,Chaudhry Nicole Estrada,George Bradley,"Plot 813, Johar Town, Lahore",8224616,2022-05-18,15,Apartment
38705-7152620-7,REGY-946154,Mr. Richard Stewart,Jerome Jennings,"Plot 390, DHA, Rawalpindi",6412560,2025-12-05,20,Commercial
36440-6490524-5,REGY-337076,Mr. Heather Mcdowell,Chelsea Dean,"Flat 528, Bahria Town, Rawalpindi",5532294,2022-06-23,10,House
81679-9393779-1,REGY-728169,V. Lucas,Charlene Ewing,"Plot 620, Gulberg, Karachi",7408771,2025-09-23,10,Apartment
34031-1294401-9,REGY-914847,Richard Austin,Miguel Ward,"House 890, Johar Town, Islamabad",4224051,2024-05-28,10,Plot
17001-1929868-4,REGY-699912,Mr. Jacob Reid,Lindsey Dawson,"House 923, Johar Town, Karachi",8776323,2020-08-13,5,Apartment
76951-8757837-3,REGY-311370,C. Doyle,Aaron Newton,"Plot 148, Bahria Town, Rawalpindi",20627110,2024-09-28,20,House
13986-8111032-3,REGY-356969,Nathaniel A. Weiss,Mark Stanley,"Flat 619, Model Town, Karachi",24103478,2021-12-16,20,Apartment
65085-4631155-9,REGY-515858,Chaudhry Samantha Cox,Rebecca Perez,"Kothi 56, DHA, Lahore",11970887,2025-04-15,5,Commercial
54591-3775439-4,REGY-133294,N. Schwartz,John Robinson,"Flat 238, Johar Town, Karachi",10672647,2024-02-20,5,Plot
40429-3934067-4,REGY-459121,Lauren Cohen,Jeffrey Clay,"House 768, Gulberg, Karachi",2488722,2023-04-18,20,Plot
45722-8120431-9,REGY-288441,Ann Dunlap,Ruth Green,"House 501, DHA, Rawalpindi",67380978,2021-05-04,5,Plot
21316-2168283-9,REGY-237562,J. Schmidt,Luis Gilbert,"Kothi 146, Model Town, Rawalpindi",23183552,2024-08-20,5,House
32491-4631390-9,REGY-601987,Jennifer Smith,Victor Long,"Flat 419, Bahria Town, Karachi",64692595,2022-02-13,5,Commercial
39842-3704938-7,REGY-727304,Mr. Jesse Ross,Troy Warren,"Flat 634, Gulberg, Islamabad",24598411,2023-09-22,5,House
50637-3716696-4,REGY-660534,Mr. Seth Campbell,Robin Ellis,"Kothi 88, Bahria Town, Karachi",6446963,2021-03-13,10,Commercial
87297-6298077-2,REGY-288784,Joshua A. Williams,Veronica Pitts,"Flat 189, Gulberg, Rawalpindi",3732660,2021-02-01,20,House
67648-9157896-8,REGY-777109,S. Smith,Linda Mcclure,"Flat 483, Johar Town, Karachi",18708332,2024-08-05,20,Plot
71843-9539426-3,REGY-981430,D. Parsons,Teresa Campos,"Plot 239, DHA, Islamabad",13367266,2023-02-19,20,Commercial
60258-2168025-7,REGY-975271,Chaudhry Shannon Strickland,Renee Mueller,"House 363, Gulberg, Islamabad",7044854,2025-12-25,10,Commercial
56136-7575256-3,REGY-917310,Nicole Quinn,Nicholas Johnson,"Kothi 886, Johar Town, Lahore",10042871,2022-01-23,5,Apartment
15458-8999402-6,REGY-428092,Chaudhry Jacob Lee,Mrs. Melissa Joseph,"Kothi 975, Gulberg, Islamabad",10980126,2025-09-02,10,Commercial
30508-1065787-3,REGY-792347,Mr. Emily Elliott,Nancy Roberts,"Flat 695, Gulberg, Islamabad",2447583,2023-11-03,5,House
87335-4685578-6,REGY-477244,Julie Martinez,Pamela Taylor,"Plot 563, Johar Town, Rawalpindi",7400980,2024-12-08,20,House
95314-4060374-5,REGY-585716,D. Decker,Maureen Gill,"House 140, DHA, Islamabad",14114180,2021-03-18,15,Commercial
72864-8395616-8,REGY-874298,Timothy Blake,Tiffany Sanchez,"Flat 373, Johar Town, Lahore",6374586,2022-09-16,5,Apartment
55854-9924969-6,REGY-427306,Chaudhry Michelle Russell,Kelli Harrington,"Kothi 120, Model Town, Islamabad",11805307,2022-10-15,10,Plot
60740-5372177-1,REGY-929747,Brittany Henry,Mr. Drew Nelson MD,"Flat 820, Gulberg, Lahore",10029796,2021-01-25,15,Apartment
57560-1201275-5,REGY-371850,A. Cook,Jamie Mills,"Flat 295, Gulberg, Karachi",9125811,2024-09-04,20,Plot
59448-1365053-2,REGY-724229,L. Gay,Melanie Ruiz,"Plot 215, DHA, Karachi",10110928,2023-05-07,20,Apartment
29253-6219800-4,REGY-247156,Brian Macias,Natalie Jones,"Plot 59, Gulberg, Islamabad",7283265,2023-06-17,10,House
25990-2797024-3,REGY-848846,Theresa Fletcher,Christina Rodriguez,"House 792, Bahria Town, Rawalpindi",5300364,2022-08-21,15,Apartment
35288-1668834-8,REGY-507185,Kenneth A. Goodman,Trevor Scott,"Kothi 433, DHA, Karachi",3398697,2025-11-25,20,Plot
88248-3119262-5,REGY-694401,Linda A. Paul,Samuel Proctor,"House 87, DHA, Karachi",4308236,2025-04-19,5,Commercial
26283-1654516-1,REGY-449670,Mr. Manuel Smith,Ronald Snyder,"Flat 726, Bahria Town, Lahore",7325033,2021-03-14,5,House
70734-3718398-2,REGY-417196,A. Daniel,Danielle Warren,"Plot 203, Johar Town, Islamabad",11267129,2021-09-12,5,Plot
98144-4322425-6,REGY-552253,Mr. John Barron,Jason Gentry Jr.,"House 878, Gulberg, Islamabad",7996505,2025-03-17,5,Commercial
61235-7862161-5,REGY-254536,Chaudhry Amy Landry,Christopher Moss,"Kothi 239, Gulberg, Lahore",2316963,2023-11-21,5,Plot
98249-3937692-3,REGY-368314,J. Campbell,Michelle Bryant,"Plot 915, Bahria Town, Islamabad",2786030,2021-11-20,10,House
92055-1988772-8,REGY-280359,Crystal Brown,Carrie Bolton,"House 802, Gulberg, Lahore",6636853,2020-05-01,15,Commercial
69190-8365075-1,REGY-485944,Edward A. Hoffman,Cynthia Juarez,"Flat 677, Gulberg, Karachi",71017090,2024-02-19,10,Apartment
16306-9666103-3,REGY-798244,Mr. Angela Lopez,Jillian Harris,"Kothi 180, Gulberg, Karachi",10528726,2024-11-19,10,Commercial
94690-1077199-9,REGY-959448,Mr. Barbara Johnson,Suzanne Montgomery,"House 865, Model Town, Rawalpindi",5916430,2023-01-20,15,Commercial
97728-4171772-7,REGY-501858,Chaudhry Patrick Smith,Dawn Tyler,"Kothi 342, Gulberg, Karachi",3764982,2025-02-16,20,Commercial
51464-7318282-4,REGY-304472,Michelle A. Ramsey,Michele Clark,"Flat 926, Bahria Town, Lahore",9522516,2025-04-15,10,Plot
86007-6474519-6,REGY-160163,N. Rogers,Kimberly West,"Flat 821, Johar Town, Islamabad",4598449,2020-06-17,20,Plot
30768-9199735-5,REGY-745015,Katrina A. Hansen,Thomas Camacho,"House 504, DHA, Karachi",18846036,2021-09-13,5,Plot
66110-2386059-7,REGY-165631,Mr. Michael Ramos,Melanie Wagner,"Flat 601, Johar Town, Rawalpindi",11912350,2024-04-27,15,House
10572-2464083-3,REGY-599224,Mr. Elizabeth Watson,Lisa Myers,"House 386, Model Town, Lahore",2667652,2023-09-14,10,Apartment
89448-8304246-8,REGY-146363,Steven A. Cummings,Matthew Dunn,"Flat 84, Gulberg, Islamabad",11157178,2024-02-26,20,Commercial
22789-1598709-8,REGY-142016,David A. Alvarez,Frank Moreno,"Flat 220, DHA, Islamabad",9886479,2024-08-25,15,House
